0    ,158023,L. Messi                      ,31,Argentina                     ,94,94,FC Barcelona                            ,110.5M  ,565K ,Left ,10,5'7 ,159lbs
13625,231588,Joan Sastre                   ,21,Spain                         ,62,71,RCD Mallorca                            ,400K    ,1K   ,Right,2 ,5'9 ,163lbs
13626,245156,F. Russo                      ,23,Argentina                     ,62,68,RCD Mallorca                            ,350K    ,1K   ,Right,4 ,6'1 ,172lbs
13627,221349,J. Nuttall                    ,21,England                       ,62,74,Blackburn Rovers                        ,550K    ,6K   ,Right,24,6'0 ,159lbs
13628,236197,Hlton Carvalhal               ,26,Brazil                        ,62,62,Cear Sporting Club                      ,325K    ,4K   ,Right,19,6'2 ,181lbs
13629,244133,A. Rossipal                   ,22,Germany                       ,62,70,SV Sandhausen                           ,375K    ,1K   ,Left ,3 ,6'0 ,170lbs
13630,182949,Wang Shouting                 ,32,China PR                      ,62,62,Changchun Yatai FC                      ,170K    ,3K   ,Right,38,6'1 ,181lbs
13631,193957,C. Montano                    ,26,Colombia                      ,62,62,Port Vale                               ,260K    ,3K   ,Left ,3 ,5'11,168lbs
13632,228006,A. Abang                      ,21,Cameroon                      ,62,69,New York Red Bulls                      ,425K    ,1K   ,Right,20,6'1 ,161lbs
13633,233382,Seol Tae Soo                  ,23,Korea Republic                ,62,68,Ulsan Hyundai FC                        ,425K    ,1K   ,Right,26,5'8 ,132lbs
13634,234918,M. Nalepa                     ,23,Poland                        ,62,70,Arka Gdynia                             ,450K    ,1K   ,Right,14,5'7 ,163lbs
13635,244134,B. Kapacak                    ,18,Turkey                        ,62,77,Bursaspor                               ,625K    ,2K   ,Right,77,5'9 ,154lbs
13636,244390,M. Blter                      ,25,Germany                       ,62,65,1. FC Magdeburg                         ,375K    ,3K   ,Right,26,6'2 ,176lbs
13637,209831,M. Kon                        ,24,France                        ,62,65,ESTAC Troyes                            ,325K    ,1K   ,Right,22,6'3 ,194lbs
13638,227751,Bae Jae Woo                   ,25,Korea Republic                ,62,66,Ulsan Hyundai FC                        ,325K    ,1K   ,Right,20,5'9 ,148lbs
13639,240807,O. Shaw                       ,20,Scotland                      ,62,77,Hibernian                               ,675K    ,1K   ,Right,32,6'2 ,159lbs
13640,241575,M. van Kins                   ,19,Netherlands                   ,62,73,ADO Den Haag                            ,500K    ,1K   ,Left ,28,6'0 ,150lbs
13641,242343,N. Thaller                    ,19,Argentina                     ,62,78,Club Atltico Lans                       ,600K    ,1K   ,Right,29,6'2 ,154lbs
13642,244903,Elbis                         ,25,Brazil                        ,62,66,Pachuca                                 ,325K    ,4K   ,Left ,3 ,5'9 ,168lbs
13643,246439,Viti                          ,21,Spain                         ,62,72,Gimnstic de Tarragona                   ,475K    ,1K   ,Right,31,5'10,148lbs
13644,233128,M. Kouhyar                    ,20,Afghanistan                   ,62,70,Walsall                                 ,450K    ,1K   ,Right,17,5'8 ,152lbs
13645,169896,R. Sutton                     ,32,England                       ,62,62,Tranmere Rovers                         ,170K    ,2K   ,Right,4 ,6'0 ,187lbs
13646,198825,M. Cullen                     ,26,England                       ,62,65,Blackpool                               ,375K    ,2K   ,Right,9 ,5'9 ,165lbs
13647,213673,A. Kiwomya                    ,22,England                       ,62,74,Doncaster Rovers                        ,550K    ,2K   ,Right,23,5'10,148lbs
13648,220841,J. Sanchez                    ,23,Colombia                      ,62,70,Itag Leones FC                          ,450K    ,1K   ,Right,11,5'7 ,132lbs
13649,239529,F. Onyeka                     ,20,Nigeria                       ,62,74,FC Midtjylland                          ,550K    ,3K   ,Right,38,6'0 ,154lbs
13650,243881,C. Krempicki                  ,23,Germany                       ,62,68,KFC Uerdingen 05                        ,400K    ,1K   ,Right,5 ,5'10,163lbs
13651,192937,Marc Vales                    ,28,Andorra                       ,62,64,Sandefjord Fotball                      ,290K    ,1K   ,Right,17,6'0 ,174lbs
13652,223146,F. Rodrguez                   ,22,Switzerland                   ,62,69,FC Luzern                               ,425K    ,2K   ,Right,68,5'10,172lbs
13653,210347,I. Lui                        ,23,Austria                       ,62,69,FK Austria Wien                         ,325K    ,2K   ,Right,13,6'4 ,216lbs
13654,186539,B. Kukeli                     ,34,Albania                       ,62,62,FC Sion                                 ,150K    ,5K   ,Left ,16,5'11,159lbs
13655,223404,A. Fisher                     ,28,England                       ,62,62,Yeovil Town                             ,325K    ,2K   ,Right,9 ,6'3 ,176lbs
13656,226220,M. Rodriguez                  ,22,United States                 ,62,74,Houston Dynamo                          ,550K    ,1K   ,Right,8 ,5'8 ,143lbs
13657,241068,A. Dvila                      ,19,Uruguay                       ,62,76,Real Sociedad                           ,650K    ,3K   ,Left ,33,5'10,159lbs
13658,244652,K. Mawatari                   ,27,Japan                         ,62,63,Sanfrecce Hiroshima                     ,280K    ,2K   ,Right,27,5'9 ,154lbs
13659,246188,D. Hernndez                   ,18,Mexico                        ,62,74,Guadalajara                             ,500K    ,3K   ,Left ,80,5'8 ,176lbs
13660,215725,Quinti                        ,21,Spain                         ,62,69,Villarreal CF                           ,375K    ,3K   ,Left ,33,6'0 ,161lbs
13661,240045,I. Ljubi                      ,21,Austria                       ,62,72,TSV Hartberg                            ,475K    ,3K   ,Right,6 ,6'0 ,165lbs
13662,246189,C. Arano                      ,23,Bolivia                       ,62,70,                                        ,0       ,0    ,Right,14,6'2 ,154lbs
13663,235950,F. Barcel                     ,25,Uruguay                       ,62,67,Patronato                               ,400K    ,3K   ,Right,31,5'9 ,172lbs
13664,237742,K. Fukai                      ,23,Japan                         ,62,68,Hokkaido Consadole Sapporo              ,350K    ,1K   ,Right,8 ,5'10,159lbs
13665,244398,H. Sy                         ,22,Mauritania                    ,62,70,Red Star FC                             ,375K    ,1K   ,Left ,2 ,5'7 ,165lbs
13666,234671,J. Odgaard                    ,19,Denmark                       ,62,80,Sassuolo                                ,650K    ,4K   ,Left ,19,6'2 ,176lbs
13667,242351,T. Bunmathan                  ,28,Thailand                      ,62,62,Vissel Kobe                             ,240K    ,2K   ,Left ,30,5'8 ,141lbs
13668,211888,M. Willsch                    ,27,Germany                       ,62,62,TSV 1860 Mnchen                         ,325K    ,2K   ,Right,25,5'11,159lbs
13669,236721,L. Fomba                      ,20,France                        ,62,76,AJ Auxerre                              ,600K    ,1K   ,Right,31,6'1 ,152lbs
13670,238769,C. Hurfano                    ,22,Colombia                      ,62,70,Millonarios FC                          ,450K    ,1K   ,Right,32,5'9 ,141lbs
13671,242865,I. Govea                      ,21,Mexico                        ,62,71,Club Atlas                              ,400K    ,2K   ,Right,29,5'9 ,152lbs
13672,221106,B. Gladwin                    ,26,England                       ,62,64,Blackburn Rovers                        ,350K    ,7K   ,Right,22,6'1 ,190lbs
13673,233394,Huang Zhengyu                 ,21,China PR                      ,62,75,Guangzhou R&F FC                        ,525K    ,2K   ,Right,36,5'10,161lbs
13674,238514,A. Verdugo                    ,20,Argentina                     ,62,73,Godoy Cruz                              ,525K    ,2K   ,Right,26,5'7 ,150lbs
13675,222387,V. Slivka                     ,23,Lithuania                     ,62,68,Hibernian                               ,400K    ,1K   ,Right,8 ,6'3 ,185lbs
13676,225203,L. Kelly                      ,22,Scotland                      ,62,74,Livingston FC                           ,425K    ,1K   ,Right,1 ,6'2 ,183lbs
13677,232371,W. Hashimoto                  ,31,Japan                         ,62,62,Vissel Kobe                             ,200K    ,1K   ,Left ,22,5'11,159lbs
13678,228788,J. Broh Tonye                 ,21,Italy                         ,62,71,Padova                                  ,475K    ,6K   ,Right,15,5'11,165lbs
13679,229045,A. Kant                       ,23,Gambia                        ,62,68,AS Bziers                               ,425K    ,1K   ,Right,11,6'0 ,176lbs
13680,243125,S. Strand                     ,25,Sweden                        ,62,67,Dalkurd FF                              ,325K    ,1K   ,Right,54,5'9 ,154lbs
13681,244661,Vitinho                       ,18,Brazil                        ,62,76,KSV Cercle Brugge                       ,550K    ,1K   ,Right,29,5'9 ,161lbs
13682,242102,F. Mayer                      ,20,Germany                       ,62,76,Borussia Mnchengladbach                 ,600K    ,3K   ,Right,42,6'3 ,192lbs
13683,187830,B. Maguire                    ,28,Netherlands                   ,62,62,Limerick FC                             ,300K    ,1K   ,Right,77,5'11,176lbs
13684,198071,G. Williams                   ,25,England                       ,62,67,Milton Keynes Dons                      ,350K    ,3K   ,Right,2 ,5'9 ,154lbs
13685,211127,M. Hkansson                   ,25,Sweden                        ,62,65,Trelleborgs FF                          ,375K    ,1K   ,Right,24,6'1 ,181lbs
13686,230583,F. Kohls                      ,23,Germany                       ,62,70,FC Wrzburger Kickers                    ,450K    ,1K   ,Right,23,5'8 ,152lbs
13687,240311,L. Zidane                     ,20,France                        ,62,71,Real Madrid                             ,350K    ,9K   ,Right,30,6'0 ,170lbs
13688,208056,Jeon Hyeon Chul               ,27,Korea Republic                ,62,62,Daegu FC                                ,325K    ,1K   ,Right,7 ,5'9 ,159lbs
13689,213688,J. Weir                       ,22,England                       ,62,70,Hull City                               ,450K    ,4K   ,Right,24,5'10,157lbs
13690,163768,M. Rose                       ,35,England                       ,62,62,Macclesfield Town                       ,70K     ,1K   ,Left ,24,5'11,172lbs
13691,169912,B. Moore                      ,29,England                       ,62,62,Bury                                    ,300K    ,3K   ,Right,15,5'9 ,159lbs
13692,237496,D. Mihailovic                 ,19,United States                 ,62,74,Chicago Fire                            ,525K    ,1K   ,Right,14,5'10,152lbs
13693,246200,G. Zabret                     ,22,Slovenia                      ,62,72,Swansea City                            ,375K    ,3K   ,Right,39,6'2 ,176lbs
13694,221369,K. Al Kaabi                   ,26,Saudi Arabia                  ,62,63,Al Shabab                               ,350K    ,5K   ,Right,77,5'10,152lbs
13695,213434,J. Brown                      ,23,Jamaica                       ,62,69,Cambridge United                        ,425K    ,3K   ,Left ,20,5'9 ,143lbs
13696,214458,D. Rosende                    ,32,Chile                         ,62,62,CD Palestino                            ,230K    ,1K   ,Right,7 ,5'8 ,152lbs
13697,229818,D. Baumgartner                ,21,Austria                       ,62,70,FC Wacker Innsbruck                     ,400K    ,2K   ,Right,20,6'1 ,159lbs
13698,231354,M. Pantovi                    ,21,Serbia                        ,62,70,VfL Bochum 1848                         ,450K    ,2K   ,Right,27,6'1 ,154lbs
13699,244410,M. Goncalves                  ,17,France                        ,62,73,Toulouse Football Club                  ,400K    ,2K   ,Left ,3 ,5'10,146lbs
13700,244923,J. Branger-Engone             ,24,Gabon                         ,62,65,Oldham Athletic                         ,375K    ,3K   ,Left ,22,6'0 ,163lbs
